KONCESSION,Spanning,Enhet,FöretagNa,kommunkod,kommunnamn,Företagsnamn,Hemsida,Emailadress,Telefonnummer,Adress
7204FE,20,REL00037,Falbygdens Energi Nät AB,"1470",Vara,Falbygdens Energi Nät AB,falbygdensenergi.se,kundservice_falbygden@nordionenergi.se,010-178 84 00,"Bangatan 5, 521 43 Falköping"
7205EJ,20,REL00049,Grästorps Energi ek. för.,"1470",Vara,Grästorps Energi ek. för.,grastorpenergi.se,kundtjanst@grastorpenergi.se,0514-105 25,"Plogvägen 5, 467 30 Grästorp"
7206DA,20,REL00899,Kvänumsbygdens Energi ek. för.,"1470",Vara,Kvänumsbygdens Energi ek. för.,kvanumenergi.se,kundtjanst@kvanumenergi.se,0512-79 70 70,"Skaragatan 23, 535 30 Kvänum"
7222D,20,REL00135,Nossebroortens Energi ek. för.,"1470",Vara,Nossebroortens Energi ek. för.,nossebroenergi.se,kundtjanst@nossebroenergi.se,0512-79 81 00,"Liljegatan 15, 465 30 Nossebro"
731ÖKA,24,REL03030,Vattenfall Eldistribution AB,"1470",Vara,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
3278AF,20,REL00242,Västra Orusts Energitjänst ek. för.,"1484",Lysekil,Västra Orusts Energitjänst ek. för.,voe.se,info@voe.se,0304-548 80,"Glimsåsvägen 3, 474 32 Ellös"
8400AS,20,REL03030,Vattenfall Eldistribution AB,"1484",Lysekil,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
8705BN,20,REL03035,Ellevio AB,"1484",Lysekil,Ellevio AB,ellevio.se,,0771-53 53 00,
8705BX,20,REL03035,Ellevio AB,"1484",Lysekil,Ellevio AB,ellevio.se,,0771-53 53 00,
975AX,10,REL00121,LEVA Nät AB,"1484",Lysekil,LEVA Nät AB,levailysekil.se,info@levailysekil.se,0523-66 78 00,"Box 36, 453 21 Lysekil"
731ÖEO,20,REL03030,Vattenfall Eldistribution AB,"1983",Köping,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
7403BH,40,REL00267,Mälarenergi Elnät AB,"1983",Köping,Mälarenergi Elnät AB,malarenergi.se,,021-39 50 50,"Box 14, 721 03 Västerås"
1839AN,20,REL03030,Vattenfall Eldistribution AB,"0181",Södertälje,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
3163BB,20,REL03035,Ellevio AB,"0181",Södertälje,Ellevio AB,ellevio.se,,0771-53 53 00,
352L,20,REL03035,Ellevio AB,"0181",Södertälje,Ellevio AB,ellevio.se,,0771-53 53 00,
498AF,20,REL00186,Telge Nät AB,"0181",Södertälje,Telge Nät AB,telgeenergi.se,nat@telge.se,08-550 233 00,"Box 633, 151 27 Södertälje"
731ÖEP,20,REL03030,Vattenfall Eldistribution AB,"0181",Södertälje,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
731ÖFP,20,REL03030,Vattenfall Eldistribution AB,"0181",Södertälje,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
130CC,20,REL00090,Karlskoga Elnät AB,"1884",Nora,Karlskoga Elnät AB,karlskogaenergi.se,info@karlskogaenergi.se,0586-75 01 00,"Box 42, 691 21 Karlskoga"
380CJD,20,REL03028,E.ON Energidistribution AB,"1884",Nora,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
418AK,20,REL03035,Ellevio AB,"1884",Nora,Ellevio AB,ellevio.se,,0771-53 53 00,
5108K,20,REL00944,Linde Energi Elnät AB,"1884",Nora,Linde Energi Elnät AB,lindeenergi.se,kundservice@lindeenergi.se,0581-887 01,"Box 77, 711 22 Lindesberg"
6371V,20,REL00944,Linde Energi Elnät AB,"1884",Nora,Linde Energi Elnät AB,lindeenergi.se,kundservice@lindeenergi.se,0581-887 01,"Box 77, 711 22 Lindesberg"
8704X,20,REL03028,E.ON Energidistribution AB,"1884",Nora,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
8704Å,20,REL03028,E.ON Energidistribution AB,"1884",Nora,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
8705BN,20,REL03035,Ellevio AB,"1427",Sotenäs,Ellevio AB,ellevio.se,,0771-53 53 00,
8705BX,20,REL03035,Ellevio AB,"1427",Sotenäs,Ellevio AB,ellevio.se,,0771-53 53 00,
8705F,20,REL03035,Ellevio AB,"1427",Sotenäs,Ellevio AB,ellevio.se,,0771-53 53 00,
975AX,10,REL00121,LEVA Nät AB,"1427",Sotenäs,LEVA Nät AB,levailysekil.se,info@levailysekil.se,0523-66 78 00,"Box 36, 453 21 Lysekil"
3667BE,20,REL00163,Sjogerstads Elektriska Distributionsförening ek. för.,"1496",Skövde,Sjogerstads Elektriska Distributionsförening ek. för.,sjogerstadsenergi.se,info@sjogerstadsenergi.se,0500-43 32 30,"Box 66, 541 22 Skövde"
418AP,25,REL03035,Ellevio AB,"1496",Skövde,Ellevio AB,ellevio.se,,0771-53 53 00,
5124BV,20,REL00332,Tidaholms Elnät AB,"1496",Skövde,Tidaholms Elnät AB,tidaholmsenergi.se,kundtjanst.teab@tidaholm.se,0502-77 45 00,"Smedjegatan 18, 522 33 Tidaholm"
685CD,20,REL00585,Götene Elförening ek. för.,"1496",Skövde,Götene Elförening ek. för.,kinnekulleenergi.se/en-del-av-gotene-elforening,kundtjanst@kinnekulleenergi.se,0511-34 55 00,"Box 81, 533 21 Götene"
706A,24,REL00170,Skövde Energi Elnät AB,"1496",Skövde,Skövde Energi Elnät AB,skovdeenergi.se,info@skovdeenergi.se,0500-49 36 60,"Skövde Energi AB, 541 83 Skövde"
7204FE,20,REL00037,Falbygdens Energi Nät AB,"1496",Skövde,Falbygdens Energi Nät AB,falbygdensenergi.se,kundservice_falbygden@nordionenergi.se,010-178 84 00,"Bangatan 5, 521 43 Falköping"
7210DD(2),24,REL00201,Vallebygdens Energi ek. för.,"1496",Skövde,Vallebygdens Energi ek. för.,vallebygdens.se,kundtjanst@vallebygdens.se,0511-645 20,"Skaravägen 18, 532 72 Axvall"
731ÖKA,24,REL03030,Vattenfall Eldistribution AB,"1496",Skövde,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
834AR,20,REL00187,Tibro Elnät AB,"1496",Skövde,Tibro Elnät AB,tibroenergi.se,kundtjanst@tibroenergi.se,0504-44 04 40,"Fabriksgatan 10, 543 50 Tibro"
2536BH,20,REL00074,Hjärtums Elförening ek för,"1482",Kungälv,Hjärtums Elförening ek för,hjartumselforening.se,info@hjartumsel.se,0520-47 05 70,"Sannersby 115, 46392 Lilla Edet"
446ER,20,REL00062,Göteborg Energi Nät AB,"1482",Kungälv,Göteborg Energi Nät AB,goteborgenergi.se,,031-62 62 62,"Box 53, 401 20 Göteborg"
4791DB,22,REL00001,Ale El ek. för.,"1482",Kungälv,Ale El ek. för.,aleel.se,info@aleel.se,0303-33 24 00,"Lunnavägen 2, Box 3004, 449 14 Alafors"
754O,20,REL00100,Kungälv Energi AB,"1482",Kungälv,Kungälv Energi AB,kungalvenergi.se,info@kungalvenergi.se,0303-23 93 00,"Box 515, 442 15 Kungälv"
8400AS,20,REL03030,Vattenfall Eldistribution AB,"1482",Kungälv,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
8705BU,20,REL03035,Ellevio AB,"1482",Kungälv,Ellevio AB,ellevio.se,,0771-53 53 00,
8705C,20,REL03035,Ellevio AB,"1482",Kungälv,Ellevio AB,ellevio.se,,0771-53 53 00,
6252x,20,REL00080,Höganäs Energi AB,"1284",Höganäs,Höganäs Energi AB,hoganasenergi.se,kundservice.el@hoganas.se,042-33 74 00,"Verkstadsgatan 13C, 263 82 Höganäs"
713CG,20,REL03045,Öresundskraft Elnät AB,"1284",Höganäs,Öresundskraft Elnät AB,oresundskraft.se,info@oresundskraft.se,042-490 30 00,"Västra sandgatan 4, 252 25 Helsingborg"
8400AS,20,REL03030,Vattenfall Eldistribution AB,"1430",Munkedal,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
8705BN,20,REL03035,Ellevio AB,"1430",Munkedal,Ellevio AB,ellevio.se,,0771-53 53 00,
8705BX,20,REL03035,Ellevio AB,"1430",Munkedal,Ellevio AB,ellevio.se,,0771-53 53 00,
8705F,20,REL03035,Ellevio AB,"1430",Munkedal,Ellevio AB,ellevio.se,,0771-53 53 00,
975AX,10,REL00121,LEVA Nät AB,"1430",Munkedal,LEVA Nät AB,levailysekil.se,info@levailysekil.se,0523-66 78 00,"Box 36, 453 21 Lysekil"
113BR,20,REL00938,Hedemora Elnät AB,"2084",Avesta,Hedemora Elnät AB,hedemoraenergi.se,kontakt@hedemoraenergi.se,0225-349 00,"Box 33, 776 21 Hedemora"
2810X,20,REL01010,Sandviken Energi Elnät AB,"2084",Avesta,Sandviken Energi Elnät AB,sandvikenenergi.se,info@sandvikenenergi.se,026-24 16 00,"Box 91, 811 21 Sandviken"
5755AI,20,REL00075,Hofors Elverk AB,"2084",Avesta,Hofors Elverk AB,hoforselverk.se,info@hoforselverk.se,0290-77 18 00,"Box 153, 813 23 Hofors"
6441AZ,25,REL03030,Vattenfall Eldistribution AB,"2084",Avesta,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
731ÖEO,20,REL03030,Vattenfall Eldistribution AB,"2084",Avesta,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
7408BC,20,REL00157,Sala-Heby Energi Elnät AB,"2084",Avesta,Sala-Heby Energi Elnät AB,sheab.se,kundtjanst@sheab.se,0224-576 00,"Fabriksgatan 14, 733 39 Sala"
2974CE,20,REL00143,Olofströms Kraft Nät AB,"1272",Bromölla,Olofströms Kraft Nät AB,olofstromskraft.se,kund@okab.net,0454 - 980 00,"Östra Ringvägen 219, 293 40 Olofström"
380CEX,20,REL03028,E.ON Energidistribution AB,"1272",Bromölla,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
6293O,20,REL00021,Bromölla Energi och Vatten AB,"1272",Bromölla,Bromölla Energi och Vatten AB,bromolla.se/bevab,info@bevab.se,0456-622 500,"Storgatan 40, 295 31 Bromölla"
380CPA,24,REL03028,E.ON Energidistribution AB,"1861",Hallsberg,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
64PR,24,REL03035,Ellevio AB,"1861",Hallsberg,Ellevio AB,ellevio.se,,0771-53 53 00,
731ÖFL,20,REL03030,Vattenfall Eldistribution AB,"1861",Hallsberg,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
731ÖFQ,20,REL03030,Vattenfall Eldistribution AB,"1861",Hallsberg,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
731ÖGG,20,REL03030,Vattenfall Eldistribution AB,"1861",Hallsberg,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
8704Å,20,REL03028,E.ON Energidistribution AB,"1861",Hallsberg,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
4926AK,24,REL00168,Skyllbergs Bruks AB,"1861",Hallsberg,Skyllbergs Bruks AB,skyllbergsbruk.se,info@skyllbergsbruk.se,0583-403 00,"Brukskontoret, 694 99 Skyllberg"
352L,20,REL03035,Ellevio AB,"0488",Trosa,Ellevio AB,ellevio.se,,0771-53 53 00,
498AF,20,REL00186,Telge Nät AB,"0488",Trosa,Telge Nät AB,telgeenergi.se,nat@telge.se,08-550 233 00,"Box 633, 151 27 Södertälje"
731ÖFM,20,REL03030,Vattenfall Eldistribution AB,"0488",Trosa,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
731ÖFP,20,REL03030,Vattenfall Eldistribution AB,"0488",Trosa,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
2337AN,20,REL03038,Lidköping Elnät AB,"1471",Götene,Lidköping Elnät AB,lidkoping.se/lidkoping-elnat/start,lidkopingelnat@lidkoping.se,0510-77 00 00,"Skogvaktarevägen 7c, 531 53 Lidköping"
418AP,25,REL03035,Ellevio AB,"1471",Götene,Ellevio AB,ellevio.se,,0771-53 53 00,
440AC,40,REL03038,Lidköping Elnät AB,"1471",Götene,Lidköping Elnät AB,lidkoping.se/lidkoping-elnat/start,lidkopingelnat@lidkoping.se,0510-77 00 00,"Skogvaktarevägen 7c, 531 53 Lidköping"
685CD,20,REL00585,Götene Elförening ek. för.,"1471",Götene,Götene Elförening ek. för.,kinnekulleenergi.se/en-del-av-gotene-elforening,kundtjanst@kinnekulleenergi.se,0511-34 55 00,"Box 81, 533 21 Götene"
731ÖKA,24,REL03030,Vattenfall Eldistribution AB,"1471",Götene,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
113BR,20,REL00938,Hedemora Elnät AB,"2082",Säter,Hedemora Elnät AB,hedemoraenergi.se,kontakt@hedemoraenergi.se,0225-349 00,"Box 33, 776 21 Hedemora"
"11404",24,REL03015,Falu Elnät AB,"2082",Säter,Falu Elnät AB,fev.se,info@fev.se,023-77 49 00,"Box 213, 791 25 Falun"
306CL,20,REL03009,Dala Energi Elnät AB,"2082",Säter,Dala Energi Elnät AB,dalaenergi.se,info@dalaenergi.se,0247-738 00,"Box 254, 793 26 Leksand"
5755AI,20,REL00075,Hofors Elverk AB,"2082",Säter,Hofors Elverk AB,hoforselverk.se,info@hoforselverk.se,0290-77 18 00,"Box 153, 813 23 Hofors"
6351Ax,20,REL00018,AB Borlänge Energi Elnät,"2082",Säter,AB Borlänge Energi Elnät,borlange-energi.se,kund@borlange-energi.se,0243-730 00,"Nygårdsvägen 9, 781 70 Borlänge"
118HA,20,REL00570,Västerbergslagens Elnät AB,"2082",Säter,Västerbergslagens Elnät AB,vbenergi.se,info@vbenergi.se,0240-876 00,Box 860 771 28 Ludvika
731ÖEO,20,REL03030,Vattenfall Eldistribution AB,"1864",Ljusnarsberg,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
8704X,20,REL03028,E.ON Energidistribution AB,"1864",Ljusnarsberg,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
664CE,20,REL03035,Ellevio AB,"1864",Ljusnarsberg,Ellevio AB,ellevio.se,,0771-53 53 00,
118HA,20,REL00570,Västerbergslagens Elnät AB,"1864",Ljusnarsberg,Västerbergslagens Elnät AB,vbenergi.se,info@vbenergi.se,0240-876 00,Box 860 771 28 Ludvika
"11404",24,REL03015,Falu Elnät AB,"2081",Borlänge,Falu Elnät AB,fev.se,info@fev.se,023-77 49 00,"Box 213, 791 25 Falun"
306CL,20,REL03009,Dala Energi Elnät AB,"2081",Borlänge,Dala Energi Elnät AB,dalaenergi.se,info@dalaenergi.se,0247-738 00,"Box 254, 793 26 Leksand"
306CN,20,REL03009,Dala Energi Elnät AB,"2081",Borlänge,Dala Energi Elnät AB,dalaenergi.se,info@dalaenergi.se,0247-738 00,"Box 254, 793 26 Leksand"
6351Ax,20,REL00018,AB Borlänge Energi Elnät,"2081",Borlänge,AB Borlänge Energi Elnät,borlange-energi.se,kund@borlange-energi.se,0243-730 00,"Nygårdsvägen 9, 781 70 Borlänge"
731ÖEM,20,REL03030,Vattenfall Eldistribution AB,"0319",Älvkarleby,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
8201J,20,REL03057,Gävle Energi Elnät AB,"0319",Älvkarleby,Gävle Energi Elnät AB,gavleenergi.se,,026-17 85 75,"Box 783, 801 29 Gävle"
8400AS,20,REL03030,Vattenfall Eldistribution AB,"1439",Färgelanda,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
380GCt,20,REL03028,E.ON Energidistribution AB,"0834",Torsås,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
380ÄCc,20,REL03028,E.ON Energidistribution AB,"0834",Torsås,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
380ÄCf,20,REL03028,E.ON Energidistribution AB,"0834",Torsås,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
7035O,24,REL00886,Kraftringen Nät AB,"0834",Torsås,Kraftringen Nät AB,kraftringen.se,,010-122 70 00,"Box 25, 221 00 Lund"
380CNV,20,REL03028,E.ON Energidistribution AB,"0560",Boxholm,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
688BC,20,REL00937,Tranås Energi Elnät AB,"0560",Boxholm,Tranås Energi Elnät AB,tranasenergi.se,info@tranasenergi.se,0140-692 00,"Box 386, 573 24 Tranås"
731ÖFQ,20,REL03030,Vattenfall Eldistribution AB,"0560",Boxholm,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
731ÖGI,20,REL03030,Vattenfall Eldistribution AB,"0560",Boxholm,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
7414G,24,REL00127,Mjölby Kraftnät AB,"0560",Boxholm,Mjölby Kraftnät AB,mse.se,kundservice@mse.se,0142 - 855 85,"Box 510, 595 29 Mjölby"
380CPG,20,REL03028,E.ON Energidistribution AB,"0560",Boxholm,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
1365Z,10,REL03028,E.ON Energidistribution AB,"1273",Osby,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
2974CE,20,REL00143,Olofströms Kraft Nät AB,"1273",Osby,Olofströms Kraft Nät AB,olofstromskraft.se,kund@okab.net,0454 - 980 00,"Östra Ringvägen 219, 293 40 Olofström"
380CFP,20,REL03028,E.ON Energidistribution AB,"1273",Osby,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
380CGF,20,REL03028,E.ON Energidistribution AB,"1273",Osby,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
380COC,20,REL03028,E.ON Energidistribution AB,"1273",Osby,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
380COR,24,REL03028,E.ON Energidistribution AB,"1273",Osby,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
380UCp,20,REL03028,E.ON Energidistribution AB,"1273",Osby,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
4112BI,20,REL01012,Brittedals Elnät ek. för.,"1273",Osby,Brittedals Elnät ek. för.,brittedal.se,kundservice@brittedal.se,0451-306 21,"Östra Järnvägsgatan 15, 282 75 Hästveda"
5076A,20,REL03028,E.ON Energidistribution AB,"1273",Osby,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
240X,20,REL00594,VänerEnergi AB,"1473",Töreboda,VänerEnergi AB,vanerenergi.se,info@vanerenergi.se,0501-637 00,"Box 102, 542 21 Mariestad"
418AP,25,REL03035,Ellevio AB,"1473",Töreboda,Ellevio AB,ellevio.se,,0771-53 53 00,
64PR,24,REL03035,Ellevio AB,"1473",Töreboda,Ellevio AB,ellevio.se,,0771-53 53 00,
731ÖKA,24,REL03030,Vattenfall Eldistribution AB,"1473",Töreboda,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
2471M,20,REL03030,Vattenfall Eldistribution AB,"0305",Håbo,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
3251P,24,REL03028,E.ON Energidistribution AB,"0305",Håbo,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
731ÖDH,20,REL03030,Vattenfall Eldistribution AB,"0305",Håbo,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
731ÖGT,20,REL03030,Vattenfall Eldistribution AB,"0305",Håbo,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
3667BE,20,REL00163,Sjogerstads Elektriska Distributionsförening ek. för.,"1497",Hjo,Sjogerstads Elektriska Distributionsförening ek. för.,sjogerstadsenergi.se,info@sjogerstadsenergi.se,0500-43 32 30,"Box 66, 541 22 Skövde"
4063K,20,REL03059,Almnäs Elnät AB,"1497",Hjo,Almnäs Elnät AB,almnas.com,tb@almnas.com,0503-160 05,"Almnäs Bruk, 544 94 Hjo"
5124BV,20,REL00332,Tidaholms Elnät AB,"1497",Hjo,Tidaholms Elnät AB,tidaholmsenergi.se,kundtjanst.teab@tidaholm.se,0502-77 45 00,"Smedjegatan 18, 522 33 Tidaholm"
6048f,20,REL03041,Hjo Elnät AB,"1497",Hjo,Hjo Elnät AB,hjoenergi.se,energi@hjoenergi.se,0503-351 00,"Box 66, 544 21 Hjo"
731ÖFQ,20,REL03030,Vattenfall Eldistribution AB,"1497",Hjo,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
731ÖKA,24,REL03030,Vattenfall Eldistribution AB,"1497",Hjo,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
834AR,20,REL00187,Tibro Elnät AB,"1497",Hjo,Tibro Elnät AB,tibroenergi.se,kundtjanst@tibroenergi.se,0504-44 04 40,"Fabriksgatan 10, 543 50 Tibro"
175VIIs(8),20,REL00111,Tekniska verken Linköping Nät AB,"0586",Mjölby,Tekniska verken Linköping Nät AB,tekniskaverken.se,kundservice@tekniskaverken.se,0771-25 26 27,"Box 1500, 58115 Linköping"
731ÖFQ,20,REL03030,Vattenfall Eldistribution AB,"0586",Mjölby,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
731ÖGI,20,REL03030,Vattenfall Eldistribution AB,"0586",Mjölby,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
7414G,24,REL00127,Mjölby Kraftnät AB,"0586",Mjölby,Mjölby Kraftnät AB,mse.se,kundservice@mse.se,0142 - 855 85,"Box 510, 595 29 Mjölby"
380CPG,20,REL03028,E.ON Energidistribution AB,"0586",Mjölby,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
130CC,20,REL00090,Karlskoga Elnät AB,"1862",Degerfors,Karlskoga Elnät AB,karlskogaenergi.se,info@karlskogaenergi.se,0586-75 01 00,"Box 42, 691 21 Karlskoga"
418AP,25,REL03035,Ellevio AB,"1862",Degerfors,Ellevio AB,ellevio.se,,0771-53 53 00,
477BF,24,REL00098,Kristinehamns Elnät AB,"1862",Degerfors,Kristinehamns Elnät AB,kristinehamnsenergi.se,kundtjanst@kristinehamnsenergi.se,0550-881 50,"Varnumsleden 1, 681 93 Kristinehamn"
64PR,24,REL03035,Ellevio AB,"1862",Degerfors,Ellevio AB,ellevio.se,,0771-53 53 00,
7201C,20,REL03054,Degerfors Elnät AB,"1862",Degerfors,Degerfors Elnät AB,degerforsenergi.se,kundservice@degerforsenergi.se,0586-485 32,"Box 1, 693 21 Degerfors"
198Q,20,REL03035,Ellevio AB,"0117",Österåker,Ellevio AB,ellevio.se,,0771-53 53 00,
3580AB,20,REL03035,Ellevio AB,"0117",Österåker,Ellevio AB,ellevio.se,,0771-53 53 00,
5259L,25,REL03030,Vattenfall Eldistribution AB,"0117",Österåker,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
731ÖGM,20,REL03030,Vattenfall Eldistribution AB,"0117",Österåker,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
7413T,20,REL03028,E.ON Energidistribution AB,"0117",Österåker,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
240X,20,REL00594,VänerEnergi AB,"1447",Gullspång,VänerEnergi AB,vanerenergi.se,info@vanerenergi.se,0501-637 00,"Box 102, 542 21 Mariestad"
418AP,25,REL03035,Ellevio AB,"1447",Gullspång,Ellevio AB,ellevio.se,,0771-53 53 00,
64PR,24,REL03035,Ellevio AB,"1447",Gullspång,Ellevio AB,ellevio.se,,0771-53 53 00,
3667BE,20,REL00163,Sjogerstads Elektriska Distributionsförening ek. för.,"1498",Tidaholm,Sjogerstads Elektriska Distributionsförening ek. för.,sjogerstadsenergi.se,info@sjogerstadsenergi.se,0500-43 32 30,"Box 66, 541 22 Skövde"
4063K,20,REL03059,Almnäs Elnät AB,"1498",Tidaholm,Almnäs Elnät AB,almnas.com,tb@almnas.com,0503-160 05,"Almnäs Bruk, 544 94 Hjo"
5124BV,20,REL00332,Tidaholms Elnät AB,"1498",Tidaholm,Tidaholms Elnät AB,tidaholmsenergi.se,kundtjanst.teab@tidaholm.se,0502-77 45 00,"Smedjegatan 18, 522 33 Tidaholm"
